id,sourceRowNumber,roiGroup,groupTitle,provider,organisation,category,title,cleanTitle,slugOrId,jurisdiction,topic,featureUnit,formats,isSpatial,isLargeOrSpecial,proposedAction,proposedPlacement,proposedRuntime,confidence,currentProviderUrl,waybackUrl,internetArchiveStatus,canonicalSourcePolicy,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,allMatchEvidence,resolvedBlockers,residualBlockers,residualBlockerCount,cleanedRecommendation,geographyRecommendation,comparabilityRecommendation,sourcePlacement,sourceProvenanceDraft,approvalState,publicationState,runtimeDesired,runtimeConversion
medium-prep:7-transport-roads-infrastructure-public-assets:imq01-freight-traffic-roll-onroll-off:02207,2208,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Irish Maritime Development Office,tabular,IMQ01 - Freight Traffic (Roll On/Roll Off),IMQ01 - Freight Traffic (Roll On/Roll Off),imq01-freight-traffic-roll-onroll-off,Ireland / unspecified,transport-public-asset,features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/imq01-freight-traffic-roll-onroll-off,https://web.archive.org/web/*/https://data.gov.ie/dataset/imq01-freight-traffic-roll-onroll-off,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Irish Maritime Development Office | IMQ01 - Freight Traffic (Roll On/Roll Off) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/imq01-freight-traffic-roll-onroll-off | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:imq02-freight-traffic-roll-onroll-off:02208,2209,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Irish Maritime Development Office,tabular,IMQ02 - Freight Traffic (Roll On/Roll Off),IMQ02 - Freight Traffic (Roll On/Roll Off),imq02-freight-traffic-roll-onroll-off,Ireland / unspecified,transport-public-asset,features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/imq02-freight-traffic-roll-onroll-off,https://web.archive.org/web/*/https://data.gov.ie/dataset/imq02-freight-traffic-roll-onroll-off,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Irish Maritime Development Office | IMQ02 - Freight Traffic (Roll On/Roll Off) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/imq02-freight-traffic-roll-onroll-off | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:imq03-passenger-traffic-roll-onroll-off:02209,2210,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Irish Maritime Development Office,tabular,IMQ03 - Passenger Traffic (Roll On/Roll Off),IMQ03 - Passenger Traffic (Roll On/Roll Off),imq03-passenger-traffic-roll-onroll-off,Ireland / unspecified,transport-public-asset,features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/imq03-passenger-traffic-roll-onroll-off,https://web.archive.org/web/*/https://data.gov.ie/dataset/imq03-passenger-traffic-roll-onroll-off,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Irish Maritime Development Office | IMQ03 - Passenger Traffic (Roll On/Roll Off) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/imq03-passenger-traffic-roll-onroll-off | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:imq05-container-traffic-lift-onlift-off:02210,2211,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Irish Maritime Development Office,tabular,IMQ05 - Container Traffic (Lift On/Lift Off),IMQ05 - Container Traffic (Lift On/Lift Off),imq05-container-traffic-lift-onlift-off,Ireland / unspecified,transport-public-asset,features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/imq05-container-traffic-lift-onlift-off,https://web.archive.org/web/*/https://data.gov.ie/dataset/imq05-container-traffic-lift-onlift-off,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Irish Maritime Development Office | IMQ05 - Container Traffic (Lift On/Lift Off) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/imq05-container-traffic-lift-onlift-off | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:imq06-container-traffic-lift-onlift-off:02211,2212,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Irish Maritime Development Office,tabular,IMQ06 - Container Traffic (Lift On/Lift Off),IMQ06 - Container Traffic (Lift On/Lift Off),imq06-container-traffic-lift-onlift-off,Ireland / unspecified,transport-public-asset,features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/imq06-container-traffic-lift-onlift-off,https://web.archive.org/web/*/https://data.gov.ie/dataset/imq06-container-traffic-lift-onlift-off,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Irish Maritime Development Office | IMQ06 - Container Traffic (Lift On/Lift Off) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/imq06-container-traffic-lift-onlift-off | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:imq07-container-traffic-lift-onlift-off:02212,2213,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Irish Maritime Development Office,tabular,IMQ07 - Container Traffic (Lift On/Lift Off),IMQ07 - Container Traffic (Lift On/Lift Off),imq07-container-traffic-lift-onlift-off,Ireland / unspecified,transport-public-asset,features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/imq07-container-traffic-lift-onlift-off,https://web.archive.org/web/*/https://data.gov.ie/dataset/imq07-container-traffic-lift-onlift-off,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Irish Maritime Development Office | IMQ07 - Container Traffic (Lift On/Lift Off) | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/imq07-container-traffic-lift-onlift-off | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:imq08-bulk-traffic:02213,2214,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Irish Maritime Development Office,tabular,IMQ08 - Bulk Traffic,IMQ08 - Bulk Traffic,imq08-bulk-traffic,Ireland / unspecified,transport-public-asset,features,CSV|JSON-STAT|PX|XLSX,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/imq08-bulk-traffic,https://web.archive.org/web/*/https://data.gov.ie/dataset/imq08-bulk-traffic,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Irish Maritime Development Office | IMQ08 - Bulk Traffic | formats: CSV, JSON-STAT, PX, XLSX | current URL: https://data.gov.ie/dataset/imq08-bulk-traffic | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:inspire-strategic-noise-maps-major-railways:02214,2215,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,INSPIRE Strategic noise maps. Major railways,INSPIRE Strategic noise maps. Major railways,inspire-strategic-noise-maps-major-railways,Ireland / unspecified,transport-public-asset,features,NULL|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/inspire-strategic-noise-maps-major-railways,https://web.archive.org/web/*/https://data.gov.ie/dataset/inspire-strategic-noise-maps-major-railways,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | INSPIRE Strategic noise maps. Major railways | formats: NULL, WMS | current URL: https://data.gov.ie/dataset/inspire-strategic-noise-maps-major-railways | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lden:02215,2216,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,INSPIRE Strategic noise maps. Noise contour map for major railways – Lden,INSPIRE Strategic noise maps. Noise contour map for major railways – Lden,inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lden,Ireland / unspecified,transport-public-asset,features,NULL|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lden,https://web.archive.org/web/*/https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lden,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | INSPIRE Strategic noise maps. Noise contour map for major railways – Lden | formats: NULL, WMS | current URL: https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lden | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lnight:02216,2217,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,INSPIRE Strategic noise maps. Noise contour map for major railways – Lnight,INSPIRE Strategic noise maps. Noise contour map for major railways – Lnight,inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lnight,Ireland / unspecified,transport-public-asset,features,NULL|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lnight,https://web.archive.org/web/*/https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lnight,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | INSPIRE Strategic noise maps. Noise contour map for major railways – Lnight | formats: NULL, WMS | current URL: https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-major-railways-lnight | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lden:02217,2218,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,INSPIRE Strategic noise maps. Noise contour map for railway noise in agglomerations – Lden,INSPIRE Strategic noise maps. Noise contour map for railway noise in agglomerations – Lden,inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lden,Ireland / unspecified,transport-public-asset,features,NULL|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lden,https://web.archive.org/web/*/https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lden,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | INSPIRE Strategic noise maps. Noise contour map for railway noise in agglomerations – Lden | formats: NULL, WMS | current URL: https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lden | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lnight:02218,2219,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,INSPIRE Strategic noise maps. Noise contour map for railway noise in agglomerations – Lnight,INSPIRE Strategic noise maps. Noise contour map for railway noise in agglomerations – Lnight,inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lnight,Ireland / unspecified,transport-public-asset,features,NULL|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lnight,https://web.archive.org/web/*/https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lnight,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | INSPIRE Strategic noise maps. Noise contour map for railway noise in agglomerations – Lnight | formats: NULL, WMS | current URL: https://data.gov.ie/dataset/inspire-strategic-noise-maps-noise-contour-map-for-railway-noise-in-agglomerations-lnight | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:ladysbridge-parknahyla-rainfall-data:02222,2223,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Met Éireann,tabular,Ladysbridge-Parknahyla Rainfall Data,Ladysbridge-Parknahyla Rainfall Data,ladysbridge-parknahyla-rainfall-data,Ireland / unspecified,transport-public-asset,features,CSV|TXT,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/ladysbridge-parknahyla-rainfall-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/ladysbridge-parknahyla-rainfall-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Met Éireann | Ladysbridge-Parknahyla Rainfall Data | formats: CSV, TXT | current URL: https://data.gov.ie/dataset/ladysbridge-parknahyla-rainfall-data | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:leighlinbridge-gs-rainfall-data:02223,2224,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Met Éireann,tabular,Leighlinbridge G.S. Rainfall Data,Leighlinbridge G.S. Rainfall Data,leighlinbridge-gs-rainfall-data,Ireland / unspecified,transport-public-asset,features,CSV|TXT,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/leighlinbridge-gs-rainfall-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/leighlinbridge-gs-rainfall-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Met Éireann | Leighlinbridge G.S. Rainfall Data | formats: CSV, TXT | current URL: https://data.gov.ie/dataset/leighlinbridge-gs-rainfall-data | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:lough-dan-oldbridge-rainfall-data:02231,2232,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Met Éireann,tabular,Lough Dan (Oldbridge) Rainfall Data,Lough Dan (Oldbridge) Rainfall Data,lough-dan-oldbridge-rainfall-data,Ireland / unspecified,transport-public-asset,features,CSV|TXT,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/lough-dan-oldbridge-rainfall-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/lough-dan-oldbridge-rainfall-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Met Éireann | Lough Dan (Oldbridge) Rainfall Data | formats: CSV, TXT | current URL: https://data.gov.ie/dataset/lough-dan-oldbridge-rainfall-data | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:newbridge-old-connell-house-rainfall-data:02244,2245,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Met Éireann,tabular,Newbridge (Old Connell House) Rainfall Data,Newbridge (Old Connell House) Rainfall Data,newbridge-old-connell-house-rainfall-data,Ireland / unspecified,transport-public-asset,features,CSV|TXT,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/newbridge-old-connell-house-rainfall-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/newbridge-old-connell-house-rainfall-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Met Éireann | Newbridge (Old Connell House) Rainfall Data | formats: CSV, TXT | current URL: https://data.gov.ie/dataset/newbridge-old-connell-house-rainfall-data | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:newbridge-gs-rainfall-data:02245,2246,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Met Éireann,tabular,Newbridge G.S. Rainfall Data,Newbridge G.S. Rainfall Data,newbridge-gs-rainfall-data,Ireland / unspecified,transport-public-asset,features,CSV|TXT,false,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],55,https://data.gov.ie/dataset/newbridge-gs-rainfall-data,https://web.archive.org/web/*/https://data.gov.ie/dataset/newbridge-gs-rainfall-data,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,needs-provider-context-review: publication policy assigned | public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Met Éireann | Newbridge G.S. Rainfall Data | formats: CSV, TXT | current URL: https://data.gov.ie/dataset/newbridge-gs-rainfall-data | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:noise-round-1-rail:02277,2278,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,Noise Round 1 Rail,Noise Round 1 Rail,noise-round-1-rail,Ireland / unspecified,transport-public-asset,features,HTML|JSON|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/noise-round-1-rail,https://web.archive.org/web/*/https://data.gov.ie/dataset/noise-round-1-rail,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | Noise Round 1 Rail | formats: HTML, JSON, WMS | current URL: https://data.gov.ie/dataset/noise-round-1-rail | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:noise-round-3-rail-lden:02278,2279,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,Noise Round 3 Rail (Lden),Noise Round 3 Rail (Lden),noise-round-3-rail-lden,Ireland / unspecified,transport-public-asset,features,HTML|NULL|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/noise-round-3-rail-lden,https://web.archive.org/web/*/https://data.gov.ie/dataset/noise-round-3-rail-lden,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | Noise Round 3 Rail (Lden) | formats: HTML, NULL, WMS | current URL: https://data.gov.ie/dataset/noise-round-3-rail-lden | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
medium-prep:7-transport-roads-infrastructure-public-assets:noise-round-3-rail-lnight:02279,2280,"7. Transport, roads, infrastructure, public assets","Transport, roads, infrastructure, public assets",data.gov.ie,Environmental Protection Agency,tabular,Noise Round 3 Rail (Lnight),Noise Round 3 Rail (Lnight),noise-round-3-rail-lnight,Ireland / unspecified,transport-public-asset,features,HTML|NULL|WMS,true,false,transport-public-asset-batch-review,Books/Tables/Sources source/download record,[object Object],60,https://data.gov.ie/dataset/noise-round-3-rail-lnight,https://web.archive.org/web/*/https://data.gov.ie/dataset/noise-round-3-rail-lnight,pending-upload-or-linking,"current provider URL first, Wayback and IA mirror/link retained where available",,,,,false,,public-asset-batch-placement: publication policy assigned,,0,Batch public-asset layers by provider/topic; add as lower-priority map/source bundles after higher-value geography/election/census work.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",,Browse/source/table record unless there is clear interactive map or query use.,"Environmental Protection Agency | Noise Round 3 Rail (Lnight) | formats: HTML, NULL, WMS | current URL: https://data.gov.ie/dataset/noise-round-3-rail-lnight | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval,staged-only-not-published,metadata/source page,No runtime conversion required unless structured values are later extracted.
