rowNumber,title,provider,category,formats,decisionBucket,finalBucket,rightsStatus,licenseTitle,currentProviderUrl,bestMatchScore,roiGroup,targetIds,recommendedDecision,caveat
843,Landslide locations and extents Ireland (ROI/NI) ITM,data.gov.ie,spatial,SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/land-commission-embankments,0.38,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:eoni-polling-stations; database-map:wards-2022-final-recommendations; database-map:lgd-2022-final-recommendations,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
844,"Landslide Susceptibility Classification 1:50,000 Ireland (ROI) ITM",data.gov.ie,spatial,DATA VIEWER|ESRI REST|JSON|PDF|SHP|WMS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/landslide-locations-and-extents-ireland-roini-itm,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:gsni-superficial-geology-polygons-250k; database-map:gsi-groundwater-flooding-medium; database-map:gsi-groundwater-flooding-low,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
845,Library,data.gov.ie,spatial,DATA VIEWER|ESRI REST|PDF|SHP|WMS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/landslide-susceptibility-classification-150000-ireland-roi-itm,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:gsni-superficial-geology-polygons-250k; database-map:gsni-bedrock-geology-polygons-250k; browse-source:map-source:gsni-bedrock-geology-polygons-250k,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
847,Local Centres,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,,hold-rights-provider-unresolved,unknown,,,,,database-map:dcc-theatres-arts-centres-performance-spaces; database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; database-map:dcc-enterprise-centres,Hold until a public provider URL and explicit open rights statement are available.,
848,Lord Mayors and Deputy Lord Mayors DCC,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/local-centres,0.38,5. Local authority planning/property/open-data layers,database-map:dcc-theatres-arts-centres-performance-spaces; database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; database-map:dcc-enterprise-centres,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
849,Mineral Localities Ireland (ROI) ITM,data.gov.ie,spatial,CSV|GEOJSON|PDF,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/lord-mayors-and-deputy-lord-mayors,0.44,5. Local authority planning/property/open-data layers,database-map:dcc-wifi4eu-access-points; database-map:dcc-universities-and-colleges; database-map:dcc-traffic-signals-and-scats-sites-locations,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
850,Moby Bikes API,data.gov.ie,spatial,HTML|JSON|REST|SHP|WMS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/mineral-localities-ireland-roi-itm,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:gsni-mineral-resources; browse-source:map-source:gsni-mineral-resources; browse-map:gsni-mineral-resources,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
853,National Coastal Flood Extents 2021 - High End Future Scenario,data.gov.ie,spatial,SHP,,hold-rights-provider-unresolved,unknown,,,,,database-map:opw-coastal-flood-extents-2021-current; browse-source:map-source:opw-coastal-flood-extents-2021-current; browse-map:opw-coastal-flood-extents-2021-current,Hold until a public provider URL and explicit open rights statement are available.,
854,National Coastal Flood Extents 2021 - High+ End Future Scenario,data.gov.ie,spatial,SHP,probable-variant-or-source-enrichment,ready-source-family-opw-hydro,standard-open-licence-confirmed,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,https://data.gov.ie/dataset/national-coastal-flood-extents-2021-high-end-future-scenario,0.54,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:opw-coastal-flood-extents-2021-current; browse-source:map-source:opw-coastal-flood-extents-2021-current; browse-map:opw-coastal-flood-extents-2021-current,Review as a separate OPW/hydro/flood source-family batch before approval.,"Scenario, model year, and flood/hydro subtype must be preserved; do not collapse into one generic water layer."
855,National Coastal Flood Extents 2021 - High++ End Future Scenario,data.gov.ie,spatial,SHP,probable-variant-or-source-enrichment,ready-source-family-opw-hydro,standard-open-licence-confirmed,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,https://data.gov.ie/dataset/national-coastal-flood-extents-2021-high-end-plus-future-scenario,0.50,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:opw-coastal-flood-extents-2021-current; browse-source:map-source:opw-coastal-flood-extents-2021-current; browse-map:opw-coastal-flood-extents-2021-current,Review as a separate OPW/hydro/flood source-family batch before approval.,"Scenario, model year, and flood/hydro subtype must be preserved; do not collapse into one generic water layer."
856,National Coastal Flood Extents 2021 - Mid-Range Future Scenario,data.gov.ie,spatial,SHP,probable-variant-or-source-enrichment,ready-source-family-opw-hydro,standard-open-licence-confirmed,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,https://data.gov.ie/dataset/national-coastal-flood-extents-2021-high-end-plus-plus-future-scenario,0.50,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:opw-coastal-flood-extents-2021-current; browse-source:map-source:opw-coastal-flood-extents-2021-current; browse-map:opw-coastal-flood-extents-2021-current,Review as a separate OPW/hydro/flood source-family batch before approval.,"Scenario, model year, and flood/hydro subtype must be preserved; do not collapse into one generic water layer."
857,National Indicative Fluvial Mapping (NIFM) Model Nodes - Current Scenario,data.gov.ie,spatial,SHP,probable-variant-or-source-enrichment,ready-source-family-opw-hydro,standard-open-licence-confirmed,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,https://data.gov.ie/dataset/national-coastal-flood-extents-2021-mid-range-future-scenario,0.54,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:opw-coastal-flood-extents-2021-current; browse-source:map-source:opw-coastal-flood-extents-2021-current; browse-map:opw-coastal-flood-extents-2021-current,Review as a separate OPW/hydro/flood source-family batch before approval.,"Scenario, model year, and flood/hydro subtype must be preserved; do not collapse into one generic water layer."
858,National Indicative Fluvial Mapping (NIFM) Model Nodes - High-End Future Scenario,data.gov.ie,spatial,SHP,probable-variant-or-source-enrichment,hold-mixed-other-row-level-review,standard-open-licence-confirmed,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,https://data.gov.ie/dataset/national-indicative-fluvial-mapping-nifm-model-nodes-current-scenario,0.62,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:opw-nifm-river-flood-extents-current; browse-source:map-source:opw-nifm-river-flood-extents-current; browse-map:opw-nifm-river-flood-extents-current,Hold for row-level review; do not bulk-approve.,"Rights may be clear, but the topic/target relationship is not specific enough for automatic provenance enrichment."
859,National Indicative Fluvial Mapping (NIFM) Model Nodes - Mid-Range Future Scenario,data.gov.ie,spatial,SHP,probable-variant-or-source-enrichment,hold-mixed-other-row-level-review,standard-open-licence-confirmed,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,https://data.gov.ie/dataset/national-indicative-fluvial-mapping-nifm-model-nodes-high-end-future-scenario,0.47,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:opw-nifm-river-flood-extents-current; browse-source:map-source:opw-nifm-river-flood-extents-current; browse-map:opw-nifm-river-flood-extents-current,Hold for row-level review; do not bulk-approve.,"Rights may be clear, but the topic/target relationship is not specific enough for automatic provenance enrichment."
860,National Soils Database,data.gov.ie,spatial,SHP,probable-variant-or-source-enrichment,ready-source-family-gsi-geology,standard-open-licence-confirmed,Creative Commons Attribution-NonCommercial-NoDerivatives 4.0,https://data.gov.ie/dataset/national-indicative-fluvial-mapping-nifm-model-nodes-mid-range-future-scenario,0.47,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:opw-nifm-river-flood-extents-current; browse-source:map-source:opw-nifm-river-flood-extents-current; browse-map:opw-nifm-river-flood-extents-current,Review as a separate GSI/geology source-family batch before approval.,Keep geology/groundwater variants separate from OPW flood or general hydro source families.
861,New Bridge,data.gov.ie,spatial,HTML|SHP / ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/national-soils-database,0.38,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-spa; database-map:designated-sac; database-map:designated-nnr,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
862,Noise Round 1 Dublin Agglomeration,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/new-bridge,0.38,5. Local authority planning/property/open-data layers,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; database-map:dcc-dublinbikes-api; database-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
863,OPW Hydrometric Network Station Details,data.gov.ie,spatial,HTML|SHP / ZIP|WMS,probable-variant-or-source-enrichment,ready-source-family-opw-hydro,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/noise-round-1-dublin-agglomeration,0.45,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:env-noise-agglomeration-lden; browse-source:map-source:env-noise-agglomeration-lden; browse-map:env-noise-agglomeration-lden,Review as a separate OPW/hydro/flood source-family batch before approval.,"Scenario, model year, and flood/hydro subtype must be preserved; do not collapse into one generic water layer."
865,ParkingMeters OpenData,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,,hold-rights-provider-unresolved,unknown,,,,,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold until a public provider URL and explicit open rights statement are available.,
866,Parks,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/parkingmeters-opendata3,0.40,5. Local authority planning/property/open-data layers,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
867,Parks and Open Spaces DCC 2016,data.gov.ie,spatial,CSV|GEOPACKAGE|SHP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/cork-city-parks,0.43,5. Local authority planning/property/open-data layers,database-map:dcc-skateboard-parks; database-map:dcc-parks-gardens-and-public-spaces; database-map:dcc-parks-and-open-spaces,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
870,Pedestrian Footfall DCC,data.gov.ie,spatial,CSV|GEOJSON|XLS|XLSX,,hold-rights-provider-unresolved,unknown,,,,,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; browse-source:map-source:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; browse-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region,Hold until a public provider URL and explicit open rights statement are available.,
871,"Physiographic Units Level 1 1:250,000 Ireland (ROI) ITM",data.gov.ie,spatial,CSV|GEOJSON|XLS|XLSX,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/dublin-city-centre-footfall-counters,0.50,5. Local authority planning/property/open-data layers,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; browse-source:map-source:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; browse-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
872,"Physiographic Units Level 2 1:250,000 Ireland (ROI) ITM",data.gov.ie,spatial,ESRI REST|HTML|PDF|SHP|WMS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/physiographic-units-level-1-1250000-ireland-roi-itm,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:gsni-superficial-geology-polygons-250k; database-map:gsni-bedrock-geology-lines-250k; database-map:gsni-bedrock-geology-polygons-250k,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
873,"Physiographic Units Level 3 1:250,000 Ireland (ROI) ITM",data.gov.ie,spatial,ESRI REST|HTML|PDF|SHP|WMS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/physiographic-units-level-2-1250000-ireland-roi-itm,0.40,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:gsni-superficial-geology-polygons-250k; database-map:gsni-bedrock-geology-lines-250k; database-map:gsni-bedrock-geology-polygons-250k,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
875,PRA State Assets,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,,hold-rights-provider-unresolved,unknown,,,,,browse-source:map-source:designated-lca; browse-source:map-source:counties-ireland; browse-map:designated-lca,Hold until a public provider URL and explicit open rights statement are available.,
876,Primary Cycle Network,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/pra-state-assets,0.36,"6. Environment, water, geology, protected sites, habitat and marine datasets",browse-source:map-source:designated-lca; browse-source:map-source:counties-ireland; browse-map:designated-lca,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
877,PRTR Facilities,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/primary-cycle-network,0.40,5. Local authority planning/property/open-data layers,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; browse-source:map-source:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; browse-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
878,Public Bin Locations DCC,data.gov.ie,spatial,HTML|SHP / ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/prtr-facilities,0.38,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:designated-spa; database-map:designated-sac; database-map:designated-nnr,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
882,"Quaternary Geomorphology 1:50,000 Ireland (ROI) ITM",data.gov.ie,spatial,ESRI REST|HTML|SHP|WMS,,hold-rights-provider-unresolved,unknown,,,,,database-map:gsni-superficial-geology-polygons-250k; browse-source:map-source:gsni-superficial-geology-polygons-250k; browse-map:gsni-superficial-geology-polygons-250k,Hold until a public provider URL and explicit open rights statement are available.,
883,"Quaternary Sediments 1:50,000 Ireland (ROI) ITM",data.gov.ie,spatial,ESRI REST|HTML|SHP|WMS,probable-variant-or-source-enrichment,ready-source-family-gsi-geology,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/quaternary-geomorphology-150000-ireland-roi-itm,0.46,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:gsni-superficial-geology-polygons-250k; browse-source:map-source:gsni-superficial-geology-polygons-250k; browse-map:gsni-superficial-geology-polygons-250k,Review as a separate GSI/geology source-family batch before approval.,Keep geology/groundwater variants separate from OPW flood or general hydro source families.
884,RA Greenways,data.gov.ie,spatial,ESRI REST|HTML|SHP|WMS,probable-variant-or-source-enrichment,ready-source-family-gsi-geology,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/quaternary-sediments-150000-ireland-roi-itm,0.46,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:gsni-superficial-geology-polygons-250k; browse-source:map-source:gsni-superficial-geology-polygons-250k; browse-map:gsni-superficial-geology-polygons-250k,Review as a separate GSI/geology source-family batch before approval.,Keep geology/groundwater variants separate from OPW flood or general hydro source families.
885,Record of Protected Structures,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/ra-greenways,0.38,5. Local authority planning/property/open-data layers,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; database-map:dcc-dublinbikes-api; database-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
886,Record of Protected Structures,data.gov.ie,spatial,CSV|FEATURE SERVICE|GDB|SHP,probable-variant-or-source-enrichment,review-heritage-environment-source-family,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/record-of-protected-structure,0.50,5. Local authority planning/property/open-data layers,database-map:dcc-record-protected-structures; browse-source:map-source:dcc-record-protected-structures; browse-map:dcc-record-protected-structures,Review as heritage/environment source-family evidence.,Attach only to matching heritage/environment families; avoid broad geography-only attachment.
888,Recreation and Amenity RA,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,,hold-rights-provider-unresolved,unknown,,,,,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; database-map:dcc-dublinbikes-api; browse-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region,Hold until a public provider URL and explicit open rights statement are available.,
889,Recycling Centers DCC,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/recreation-and-amenity-ra,0.44,5. Local authority planning/property/open-data layers,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; database-map:dcc-dublinbikes-api; browse-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
890,Residential R,data.gov.ie,spatial,CSV|GEOJSON|PDF|WMS,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/recycling-centers-dcc,0.44,5. Local authority planning/property/open-data layers,database-map:dcc-wifi4eu-access-points; database-map:dcc-universities-and-colleges; database-map:dcc-traffic-signals-and-scats-sites-locations,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
891,Salmon Fishery Status,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/residential-r,0.38,5. Local authority planning/property/open-data layers,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; database-map:dcc-dublinbikes-api; database-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
895,Telecoms Underground Infrastructure DCC,data.gov.ie,spatial,CSV|DB_TABLE|KML|SHP|WMS,,hold-rights-provider-unresolved,unknown,,,,,database-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025; browse-source:map-source:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025; browse-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025,Hold until a public provider URL and explicit open rights statement are available.,
896,tellus-geochemistry-topsoil,data.gov.ie,spatial,CSV|DB_TABLE|KML|SHP|WMS,probable-variant-or-source-enrichment,ready-source-family-gsi-geology,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/telecoms-underground-infrastructure-dcc,0.50,5. Local authority planning/property/open-data layers,database-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025; browse-source:map-source:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025; browse-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025,Review as a separate GSI/geology source-family batch before approval.,Keep geology/groundwater variants separate from OPW flood or general hydro source families.
897,The Quarry Directory 2014 Ireland (ROI) ITM,data.gov.ie,spatial,ESRI REST|HTML|SHP,probable-variant-or-source-enrichment,ready-source-family-gsi-geology,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/tellus-geochemistry-topsoil,0.56,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:gsni-tellus-rural-soil-a-xrf; database-map:gsni-bedrock-geology-polygons-250k; browse-map:gsni-tellus-rural-soil-a-xrf,Review as a separate GSI/geology source-family batch before approval.,Keep geology/groundwater variants separate from OPW flood or general hydro source families.
899,"Traffic Counts: Cordon Count, Quays Count DCC",data.gov.ie,spatial,CSV|GEOJSON|PDF|POWERPOINT|ZIP,,hold-rights-provider-unresolved,unknown,,,,,database-map:dcc-traffic-signals-and-scats-sites-locations; database-map:dcc-traffic-signal-sites-juctions; database-map:dcc-noise-maps-from-traffic-sources-in-dublin-city-council,Hold until a public provider URL and explicit open rights statement are available.,
900,Traffic Poles with CCTV DCC,data.gov.ie,spatial,CSV|GEOJSON|PDF|POWERPOINT|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/traffic-volumes,0.38,5. Local authority planning/property/open-data layers,database-map:dcc-traffic-signals-and-scats-sites-locations; database-map:dcc-traffic-signal-sites-juctions; database-map:dcc-noise-maps-from-traffic-sources-in-dublin-city-council,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
903,Tree DCC,data.gov.ie,spatial,CSV|SHP.ZIP,,hold-rights-provider-unresolved,unknown,,,,,database-map:dcc-wifi4eu-access-points; database-map:dcc-universities-and-colleges; database-map:dcc-traffic-signals-and-scats-sites-locations,Hold until a public provider URL and explicit open rights statement are available.,
905,Variable Message Signs DCC,data.gov.ie,spatial,CSV|DB_TABLE|GEOJSON|KML|WMS|ZIP,,hold-rights-provider-unresolved,unknown,,,,,database-map:dcc-dublin-city-council-variable-message-signs; browse-source:map-source:dcc-dublin-city-council-variable-message-signs; browse-map:dcc-dublin-city-council-variable-message-signs,Hold until a public provider URL and explicit open rights statement are available.,
907,Water Framework Directive Lake Fish Ecological Status 2008 to recent,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/water-framework-directive-hydromorphological-status,0.42,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:wq-surface-water-bodies-2015; browse-source:map-source:wq-surface-water-bodies-2015; browse-map:wq-surface-water-bodies-2015,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
908,Water Framework Directive Transitional Waters Fish Ecological Status 2008 to recent,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/water-framework-directive-lake-fish-ecological-status-2008-to-recent,0.38,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:wq-surface-water-bodies-2015; browse-source:map-source:wq-surface-water-bodies-2015; browse-map:wq-surface-water-bodies-2015,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
910,National Ecosystem and Ecosystem Services Map ? Supporting Ecosystem Service Information: Habitat Asset Register,data.gov.ie,tabular,HTML|TIFF|ZIP,,hold-rights-provider-unresolved,unknown,,,,,browse-source:map-source:roi-national-planning-applications; browse-map:roi-national-planning-applications; database-map:roi-national-planning-applications,Hold until a public provider URL and explicit open rights statement are available.,
911,National Road Network 2013,data.gov.ie,tabular,HTML|TIFF|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/ecosystem-and-ecosystem-services-map-supporting-ecosystem-service-information-habitat-asset-register,0.38,5. Local authority planning/property/open-data layers,browse-source:map-source:roi-national-planning-applications; browse-map:roi-national-planning-applications; database-map:roi-national-planning-applications,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
912,AIE Disclosure Log SDCC,data.gov.ie,spatial,KML|ZIP,probable-variant-or-source-enrichment,hold-local-authority-topic-not-direct-enrichment,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/national-road-network-2013,0.62,"6. Environment, water, geology, protected sites, habitat and marine datasets",database-map:dfi-pedestrian-crossings; database-map:dfi-surface-defects-2013; database-map:tii-national-road-network,"Hold out of already-on-site direct enrichment; review later as local-authority source records, council-topic families, or map candidates.",These matches are often same-council/topic-neighbourhood evidence rather than the same source record.
913,Annual Budget 2011 Table A FCC,data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|HTML|KML|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,cc-by,https://data.gov.ie/dataset/aie-disclosure-log-sdcc,0.36,5. Local authority planning/property/open-data layers,database-map:sdcc-monthly-river-quality-data-sdcc1; database-map:sdcc-bicycle-parking-stands; browse-source:map-source:sdcc-monthly-river-quality-data-sdcc1,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
